ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
rno04550,Signaling pathways regulating pluripotency of stem cells,24/461,142/8998,1.9484939474667895e-7,5.720470349035759e-5,4.161069531734352e-5,25513/681740/306571/686117/307829/81680/100360552/29263/64444/303251/85435/24525/81649/170911/245921/24482/307151/79558/24205/81507/64558/303181/25587/291023,24
rno04015,Rap1 signaling pathway,30/461,213/8998,3.8420769935754355e-7,5.720470349035759e-5,4.161069531734352e-5,25513/81531/171337/29316/78965/245903/24596/25267/114111/295378/24525/362279/81649/310533/170911/116546/24329/24482/25317/25248/25289/113970/307403/24954/24242/24244/50663/89811/81757/315776,30
rno05202,Transcriptional misregulation in cancer,28/461,194/8998,5.701465464155242e-7,5.720470349035759e-5,4.161069531734352e-5,297099/311876/686117/50662/25664/502935/100911668/362489/170909/24596/192352/362831/24705/315291/24482/307151/29628/315606/24790/307403/25271/114502/499497/114634/362316/25094/63840/25587,28
rno04014,Ras signaling pathway,30/461,234/8998,2.8814943898166818e-6,2.168324528337053e-4,1.577239034425973e-4,25513/171337/79121/313845/78965/24356/304883/24596/25267/114111/24592/24525/170911/361388/116546/24329/24482/25317/114120/307403/296078/24954/679845/24242/24244/50663/89811/116554/25597/81757,30
rno05200,Pathways in cancer,52/461,538/8998,5.670905784012927e-6,3.413885281975782e-4,2.483259795946713e-4,25513/679869/25473/317673/266802/297437/307505/313845/50662/362788/25664/100360552/24356/78963/362489/24716/25267/114111/311332/83840/303251/294797/24525/170911/116546/24705/24329/24482/313575/25317/84023/25289/25400/114120/29492/24790/307403/25271/24205/63879/84584/24242/24244/50663/64558/89811/116554/24326/25094/303181/81757/299331,52
rno01522,Endocrine resistance,16/461,94/8998,1.9693125885789317e-5,9.853983653590563e-4,7.167786675806389e-4,25513/313845/311332/83840/24525/81649/170911/25433/24329/24482/25289/29492/24790/84584/679845/116554,16
rno04012,ErbB signaling pathway,15/461,85/8998,2.2916241054861773e-5,9.853983653590563e-4,7.167786675806389e-4,25513/313845/304883/83840/24525/170911/361388/25433/363855/24329/25400/171136/296078/679845/116554,15
rno05224,Breast cancer,20/461,148/8998,6.253232598873273e-5,0.002352778765326069,0.0017114110270600536,25513/679869/313845/100360552/311332/83840/303251/24525/170911/24329/24482/313575/25317/29492/24790/24205/84584/679845/64558/303181,20
rno04151,PI3K-Akt signaling pathway,35/461,345/8998,7.8706677613821e-5,0.0026323011068622357,0.001914735548967809,24684/25513/303565/25473/315648/313845/78965/60445/24596/25267/56011/246255/114111/83840/294797/81745/498949/24525/170911/78975/315346/24329/24482/25317/113970/114120/307403/25271/24718/25229/24954/60430/89811/207122/299331,35
rno04010,MAPK signaling pathway,31/461,294/8998,9.951331824035976e-5,0.002995350879034829,0.0021788179151573505,171337/313845/78965/24667/171492/24596/25267/497961/114111/24592/306243/24525/81649/310533/363855/24329/24482/25317/29748/114120/307403/499497/25398/24954/25579/116600/89811/116554/25597/308267/29477,31
rno04722,Neurotrophin signaling pathway,17/461,120/8998,1.2234604012114646e-4,0.003347832552405917,0.0024352130473874124,25513/171337/313845/24596/81745/24525/81649/170911/361388/363855/25400/679845/24242/24244/50663/116554/170538,17
rno04912,GnRH signaling pathway,14/461,90/8998,1.7668353629376183e-4,0.004431812035368526,0.003223699609570391,313845/171492/24525/81649/25433/363855/24329/25289/25400/24242/24244/50663/116554/170538,14
rno05214,Glioma,12/461,74/8998,3.419627254714661e-4,0.007917752335916253,0.005759372218466798,25513/313845/25267/24525/170911/24329/24482/25400/679845/24242/24244/50663,12
rno05417,Lipid and atherosclerosis,23/461,209/8998,4.246768413680382e-4,0.009130552089412821,0.006641562631921199,25513/171337/362788/25664/78963/313210/295378/81745/24525/81649/170911/363855/25400/29748/25271/363328/24242/24244/50663/116554/308267/63868/299331,23
rno05100,Bacterial invasion of epithelial cells,12/461,77/8998,4.98182580580974e-4,0.009996863783658213,0.007271717667427551,25513/83800/307505/310460/289820/170911/361388/315346/316258/305227/679845/363542,12
rno05221,Acute myeloid leukemia,11/461,68/8998,6.128080906337536e-4,0.01152845220504749,0.008385794924461891,25513/679869/313845/50662/362489/83840/24525/170911/24705/307403/63840,11
rno04910,Insulin signaling pathway,17/461,139/8998,7.185639439886331e-4,0.012722808655328152,0.009254569681091993,25513/303565/192280/313845/60445/83840/81745/24525/170911/78975/171136/24954/679845/24242/24244/50663/116554,17
