ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
rno05224,Breast cancer,73/2206,148/8998,4.216244320885162e-11,1.454604290705381e-8,8.476870160937537e-9,24790/24708/83721/287357/293649/64558/100360552/116502/361696/313575/114483/282582/312781/399489/79225/64363/24185/299626/25112/29348/56718/116590/24205/24482/114850/25317/314322/116466/81504/25149/679845/314612/170582/84353/24882/24525/315294/114110/84584/315196/366508/50557/170911/64512/155430/83840/58868/64030/363913/24516/171525/291105/25496/313929/25154/313845/679110/24881/58919/679869/170851/29492/24887/56761/25513/24577/85385/84426/312451/114487/24329/303251/114851,73
rno04550,Signaling pathways regulating pluripotency of stem cells,69/2206,142/8998,3.352681832716446e-10,4.004329639782506e-8,2.333568150109714e-8,25646/83721/287357/64558/100360552/83711/294503/282582/25114/287662/24185/64444/81649/116590/25196/24205/288151/25205/24482/114850/681178/307829/25125/309457/116466/85435/303491/81504/689883/307151/84353/299210/24882/24525/59328/315294/25431/315196/366508/81680/25296/306571/60584/170911/64512/245921/59112/58868/363913/681740/353305/114208/24881/25587/291023/140590/29263/170851/499593/50554/25513/24577/84426/29410/114487/312398/79558/25509/303251,69
rno04510,Focal adhesion,89/2206,200/8998,3.4820257737239183e-10,4.004329639782506e-8,2.333568150109714e-8,296456/689069/361821/29195/311450/314641/81822/293860/304913/315776/84352/499076/94203/288057/685269/501831/24185/24477/25272/117273/83805/307582/116590/362584/685004/25537/171337/24482/311144/362973/305679/192362/29431/81504/63879/361517/114111/313494/360820/679845/117558/314612/311061/84353/365865/24629/114636/290905/114110/364786/366508/315744/25267/314436/360606/100911165/299012/50557/79429/64033/170911/315346/116554/24516/295347/25614/367313/313845/296078/362332/58919/445442/292756/25118/170851/29220/305104/24224/25513/25661/85385/25404/25414/81745/287876/362285/24329/24668/501203,89
rno04010,MAPK signaling pathway,119/2206,294/8998,6.207401515539541e-10,5.3538838071528546e-8,3.120036024915928e-8,304786/24483/311786/25297/29477/25482/501099/84351/311743/293860/24667/24505/300980/301363/25114/310533/94203/25466/29644/64363/25385/24185/299626/361568/500526/25112/296091/25272/29348/81649/116590/306243/89805/307403/315139/29748/171337/24954/24482/498003/63995/24675/25317/682930/25398/29431/314322/114509/140726/24518/81504/25399/114111/289014/304530/170582/58942/60587/691907/24525/24629/361715/297682/116667/311622/309168/114110/29434/25267/81737/24596/314436/65179/24493/79429/286993/84358/64030/116554/497961/56827/24516/295347/29658/313845/303823/171492/499497/81647/25663/25579/362332/303200/59325/365355/501560/170851/116600/24835/300992/317203/60427/303604/29717/361714/24577/361400/54234/25054/89807/312668/24225/257648/363855/116596/24329/29716/362045/116457,119
rno04072,Phospholipase D signaling pathway,70/2206,150/8998,2.3039666383180566e-9,1.5897369804394592e-7,9.264371114078921e-8,25289/81636/25751/406165/25482/25031/314641/25108/24414/24654/24505/100361138/24855/24185/361568/311821/296091/56718/117273/116590/308589/500906/50646/24954/25316/81504/679845/361076/314612/84420/24419/25622/365865/691907/361388/24525/24629/59326/366508/25267/24416/79121/25096/60590/79429/170911/60445/64030/24415/79119/313845/81672/81821/252857/192270/365355/24418/170851/81757/25107/302378/60427/25513/85385/116744/303634/116546/24329/116691/25047,70
rno05200,Pathways in cancer,190/2206,538/8998,4.790011136095647e-9,2.754256403254997e-7,1.6050739070074888e-7,362788/24483/296456/24356/25289/24790/24708/25242/83721/50672/287357/81636/311786/25682/293649/64558/308913/100360552/305999/25031/84351/116502/361696/54702/29560/313575/114483/25643/282582/24654/312781/399489/25114/78966/24451/94203/58979/79225/685269/64363/25385/24185/299626/24706/116465/25112/25272/29348/56718/117273/307582/116590/24874/81666/252963/100360218/25493/24205/297893/54355/307403/25205/500985/25537/24482/64352/114850/25317/362817/192362/294797/24918/25125/170915/24499/314322/116466/171081/362489/81504/25149/63879/114111/315713/499689/170582/84420/84353/361769/24242/24244/50663/24882/24525/24629/315294/311622/290905/84014/114110/84584/315196/366508/29434/25267/314436/81667/24335/25096/360606/25296/140588/50557/317673/367072/64033/300339/170911/313861/64512/155430/64547/83840/494499/58868/84023/64030/363913/25094/362485/116554/290537/24516/171525/291105/25496/313929/25614/313845/679110/64026/81662/689932/24881/24323/25686/58919/310999/24498/50662/363140/25243/25647/679869/171140/170851/29492/81757/24887/302378/60427/56761/361714/50554/24716/24224/25513/24577/317366/24426/25661/360709/84426/155140/116744/312451/114117/114487/303634/116546/691155/25271/498709/24929/24326/288774/24329/303251/308457/114851,190
rno04928,"Parathyroid hormone synthesis, secretion and action",53/2206,105/8998,7.058806163072131e-9,3.4789830375141216e-7,2.0274165069876346e-7,406169/54278/25289/24790/81636/293649/116469/25031/81707/25643/24654/312781/78966/64363/83513/25638/117273/116590/81666/83504/367218/314322/24518/314638/24247/362165/84420/25679/114700/85471/291848/25096/500131/25279/25262/293024/24626/81662/499497/81647/25686/309957/170851/54264/24224/171052/80722/81518/303634/25271/246234/24329/114851,53
rno04934,Cushing syndrome,71/2206,158/8998,1.2984910809358147e-8,5.599742786535701e-7,3.2633131112992186e-7,406169/25289/24790/24708/25242/83721/287357/81636/64558/100360552/100362634/25031/114483/25643/282582/24654/399489/29553/116590/24470/81666/24205/171337/114850/294930/362817/682930/116466/25690/314638/362165/84420/84353/24882/25679/315294/315606/315196/29417/500131/81648/64512/25262/58868/363913/362485/56827/291105/295347/81662/25469/24881/81647/25686/58919/170899/304947/679869/171140/170851/29717/84426/312451/114487/64455/29680/24329/29716/303251/114851/83826,71
rno05205,Proteoglycans in cancer,86/2206,207/8998,3.7537402157497633e-8,1.4389337493707427e-6,8.385548318224618e-7,24483/296456/287357/64558/100360552/25482/361696/29560/81822/293860/282582/84352/499076/64363/25385/24185/361568/303991/56718/81649/117273/83805/116590/315655/500985/25537/24482/114850/24771/25125/81521/29431/116466/81504/25236/360820/84353/25622/24882/361388/24525/25679/25216/315294/315196/366508/314436/367072/170911/24782/64512/83840/25262/58868/363913/315346/25615/85489/314850/25614/313845/287765/24881/362332/361833/58919/445442/365355/25358/300253/171140/170851/24835/84399/25513/24577/25661/84426/25404/114487/81745/287876/25406/24329/24668/114851,86
rno04310,Wnt signaling pathway,73/2206,168/8998,4.564724626190141e-8,1.5748299960355986e-6,9.177498985287546e-7,312563/83721/287357/25682/293649/64558/84424/100360552/65027/25031/282582/24654/312781/689616/25272/116549/289229/117273/24205/308068/29748/25537/295445/114850/24675/140941/84402/170915/499918/116466/309377/84353/295691/24882/315294/311658/315196/83824/64033/64512/58868/363913/116554/365755/497961/24516/314212/503000/679110/25335/25445/83837/24881/58919/500863/78973/679869/171140/302711/50554/24577/361400/84426/312451/80722/286994/114487/299802/289144/313228/364952/362770/303251,73
