ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
rno05200,Pathways in cancer,319/3974,538/8998,2.694152929877684e-13,9.321769137376786e-11,4.991272796404972e-11,362788/24483/296456/24356/25289/24790/24708/25242/83721/50672/287357/81636/311786/25682/311622/290905/313575/84014/114110/84584/315196/366508/29434/25267/293649/64558/308913/100360552/305999/25031/84351/116502/361696/54702/29560/114483/25643/282582/24654/312781/399489/25114/78966/24451/94203/58979/79225/685269/64363/25385/24185/299626/24706/116465/25112/25272/29348/56718/117273/307582/116590/24874/81666/252963/100360218/25493/24205/297893/54355/307403/25205/500985/25537/24482/64352/114850/25317/362817/192362/294797/24918/25125/170915/24499/314322/116466/171081/362489/81504/25149/63879/114111/315713/499689/170582/84420/84353/361769/24242/24244/50663/24882/24525/24629/315294/140588/50557/317673/367072/64033/300339/170911/313861/64512/155430/314436/81667/24335/25096/360606/25296/64547/83840/494499/58868/84023/64030/363913/25094/362485/116554/290537/24516/171525/291105/25496/313929/25614/313845/679110/64026/81662/689932/24881/24323/25686/58919/310999/84426/363140/303634/116546/691155/25271/498709/50662/79218/363265/114851/679869/245986/24716/297357/619385/25513/25473/266802/297437/307505/24224/24326/288774/114487/24329/24887/302378/60427/56761/361714/50554/24577/317366/24426/25661/360709/155140/116744/312451/114117/25664/78963/29492/116562/311332/303251/25400/24705/114120/89811/29452/25193/303181/299331/81757/79114/83502/308457/64044/25087/685451/29527/25738/60371/81717/306628/117036/114103/171140/24628/24511/25729/311860/24929/24314/303811/29146/29622/24888/311862/24446/60661/24842/24681/353227/492821/84598/24179/367264/25022/83574/306722/84010/29499/116499/24497/29373/155437/170921/246097/161452/29251/29741/58918/100362121/293047/64525/81679/170579/24498/25243/170851/690369/81638/25647/304729/25313/25273/680149/85384/24336/81752/313874/85240/309165/24245/305078/361801/24553/25084/116553/287287/298210/64566/29147/29577/114125/24514/25124/500317/114119/684173/29349/81509/81687/117519/66017/25670/66025/170633/64625/291005/25439/29382/295052/57298/171341/78971/100360342/360254/60628/691455/24180/84577/309361/304862/299611/363875/298518/687813,319
rno04151,PI3K-Akt signaling pathway,210/3974,345/8998,1.546845588629511e-10,2.676042868329054e-8,1.4328674926252312e-8,406169/24483/296456/294515/290905/114110/364786/366508/315648/315744/25267/361821/207122/289747/29195/84351/361696/114483/304913/310615/24505/84352/25114/94203/29753/58979/24855/685269/25385/24185/24477/25229/29348/56718/307582/116590/362584/685004/89805/307403/64226/24684/24954/24482/246255/113970/25317/362817/311144/192362/294797/117281/24499/81758/56010/25577/81504/690575/114111/314638/170582/56011/311061/362165/309179/24525/117256/117104/363193/24629/50557/79429/64033/170911/81737/24596/81667/24335/360606/500131/64547/83840/498949/84358/363122/60445/64030/362485/315346/140942/78975/25614/367313/313845/81647/299147/58919/445442/59325/81745/303565/690987/25271/79218/363265/114851/298947/245986/25513/25473/24224/25576/362285/24225/24329/302378/305104/300253/60427/361992/24673/24577/25661/25054/89807/116744/114117/78965/116562/366492/24718/114120/89811/25193/299331/310738/79114/170901/681309/114562/685451/306628/117036/60430/24628/24511/25634/25729/89804/81008/497931/24888/311862/24446/25610/24842/84598/25730/25022/25467/116669/116499/79240/170921/29741/59265/58918/25235/170579/24498/25118/170851/29220/25353/25647/25313/680149/25578/85384/24336/497672/309165/287871/500261/305078/171497/24553/25084/287287/298210/24514/294337/500317/114119/24506/686104/29349/59323/66017/314621/66025/362282/170633/25439/362800/310643/309361/25724/363875/298518,210
rno04020,Calcium signaling pathway,152/3974,238/8998,4.6086447917389157e-10,5.315303659805549e-8,2.8460402924422778e-8,50672/309000/81636/25689/294560/114110/25267/24412/140447/246215/25031/25369/686019/24414/25505/24654/300999/304592/25114/288057/29691/140693/25229/29348/81666/308589/117087/114115/50646/29748/25706/114098/24675/25317/24448/83531/682930/24611/25398/361618/312981/81529/287745/114111/140448/29209/117558/24316/170582/84420/24242/24244/50663/64561/25679/24629/79429/100911165/25262/309242/29693/56827/24807/81662/24925/81742/257648/25041/25187/25342/25668/24716/24408/24326/24329/25107/29717/24418/54234/25054/79247/288371/689560/81677/29316/282819/25400/89811/83532/308451/310738/79114/366274/29716/54260/25195/25645/25738/171140/24628/65032/24929/29659/113995/24446/116601/114862/24681/114633/24215/25022/81678/25391/116499/361377/24808/100909648/114207/24176/170579/24816/81638/25050/292168/25313/25324/25570/170546/304496/85240/25302/309139/83529/24245/24411/24553/24889/29595/29349/81509/59323/66017/170633/64672/25439/497197/29412/308022/60628/691455/24180/689108,152
rno04360,Axon guidance,120/3974,181/8998,1.1393767149724427e-9,9.855608584511629e-8,5.277113206188155e-8,85272/360272/65172/361764/60589/310753/311384/315217/366508/301346/303342/311450/287989/316369/60630/60395/65047/25643/282582/252833/303901/54293/25416/314903/361568/140908/117273/83805/116590/171287/29748/290562/25537/296789/24675/84609/361324/29431/365396/25622/24525/311658/367072/81735/170911/311236/29751/84358/25614/296078/362873/312213/25686/140590/500287/84426/81745/246217/24338/641521/296787/361400/362993/293042/295382/29202/25513/306534/313633/312275/360546/289392/58946/316539/140933/366492/362279/25400/114523/308739/363142/315996/362398/686310/170901/360958/292756/501203/360715/25738/171140/312279/24511/311860/306790/29744/50687/309280/25676/29499/29741/307237/307395/25273/293660/296313/361597/310630/24245/24553/64566/363517/81918/246262/300955/89823/83467/310643/60628/363875,120
rno04010,MAPK signaling pathway,180/3974,294/8998,1.7200605163812029e-9,1.1902818773357924e-7,6.373276860696667e-8,304786/24483/311786/116667/311622/309168/114110/171337/297682/29434/25267/25297/29477/25482/501099/84351/311743/293860/24667/24505/300980/301363/25114/310533/94203/25466/29644/64363/25385/24185/299626/361568/500526/25112/296091/25272/29348/81649/116590/306243/89805/307403/315139/29748/24954/24482/498003/63995/24675/25317/682930/25398/29431/314322/114509/140726/24518/81504/25399/114111/289014/304530/170582/58942/60587/691907/24525/24629/361715/24493/79429/286993/81737/24596/314436/65179/84358/64030/116554/497961/56827/24516/295347/29658/313845/303823/171492/499497/81647/25663/25579/362332/303200/59325/365355/303604/257648/361400/363855/116596/24225/24329/60427/29717/361714/24577/54234/25054/89807/312668/78965/366492/24592/116457/25597/114120/89811/116600/308267/310738/79114/361679/170901/300992/362045/29716/24471/60350/25625/24628/89804/246781/24446/302983/60661/24842/114862/24681/29568/24666/60460/363520/117269/25676/25730/365057/25022/116499/79240/246097/301059/24494/94202/24653/170579/501560/170851/24835/317203/25313/140926/293847/29332/85384/313874/309165/24553/24506/29349/100360982/59323/66017/170633/291005/308106/310643/309361/24472/363875/306204,180
rno05224,Breast cancer,101/3974,148/8998,2.2120366142592387e-9,1.2361349265757994e-7,6.618793643971423e-8,24790/24708/83721/287357/313575/114110/84584/315196/366508/293649/64558/100360552/116502/361696/114483/282582/312781/399489/79225/64363/24185/299626/25112/29348/56718/116590/24205/24482/114850/25317/314322/116466/81504/25149/679845/314612/170582/84353/24882/24525/315294/50557/170911/64512/155430/83840/58868/64030/363913/24516/171525/291105/25496/313929/25154/313845/679110/24881/58919/84426/114851/679869/25513/114487/24329/24887/56761/24577/85385/312451/29492/311332/303251/303181/79114/303811/29146/24842/113927/114858/84010/116499/155437/161452/29741/100362121/170579/170851/25313/85384/497672/64566/29147/29577/114125/29349/66017/170633/291005/360254/299611,101
rno04072,Phospholipase D signaling pathway,102/3974,150/8998,2.5008510075232937e-9,1.2361349265757994e-7,6.618793643971423e-8,25289/81636/366508/25267/25751/406165/25482/25031/314641/25108/24414/24654/24505/100361138/24855/24185/361568/311821/296091/56718/117273/116590/308589/500906/50646/24954/25316/81504/679845/361076/314612/84420/24419/25622/365865/691907/361388/24525/24629/59326/60590/79121/79429/170911/24416/25096/60445/64030/24415/79119/313845/81672/81821/252857/192270/365355/303634/116546/298947/171574/25513/24329/25107/302378/60427/24418/85385/116744/81757/170919/116691/25047/54248/25738/368088/24628/24417/84477/497931/29622/24179/114858/29251/29741/100909648/24653/294324/170851/81638/688705/25313/85384/85240/116692/500317/24506/29385/66025/25439/24180/309419/140866,102
rno04510,Focal adhesion,127/3974,200/8998,2.0950148335227844e-8,9.060939154986042e-7,4.851613298684342e-7,296456/689069/290905/114110/364786/171337/366508/315744/25267/361821/29195/311450/314641/81822/293860/304913/315776/84352/499076/94203/288057/685269/501831/24185/24477/25272/117273/83805/307582/116590/362584/685004/25537/24482/311144/362973/305679/192362/29431/81504/63879/361517/114111/313494/360820/679845/117558/314612/311061/84353/365865/24629/114636/299012/50557/79429/64033/100911165/170911/314436/360606/315346/116554/24516/295347/25614/367313/313845/296078/362332/58919/445442/81745/287876/363265/24668/25414/25513/25473/24224/362285/24329/305104/25661/85385/25404/295378/24718/89811/25193/681309/292756/501203/60371/306628/117036/24628/363425/24511/81008/311862/24446/24681/306400/29154/114858/116669/170921/29741/25118/170851/29220/25353/25313/85384/296313/305078/57341/24553/294337/289759/362800/78971/309419/25724/363875/306204,127
rno04014,Ras signaling pathway,144/3974,234/8998,4.692716090020056e-8,1.8040886301632659e-6,9.659860021561755e-7,24483/24356/289733/311622/84014/114110/171337/366508/29434/25267/25482/311450/362257/84351/24410/24505/288779/25114/94203/58979/367415/25385/24185/361568/296091/25272/29348/117273/116590/89805/54355/307403/24954/24482/25317/29431/81504/114111/679845/314612/170582/690388/25622/24242/24244/50663/691907/361388/24525/24629/79121/79429/170911/81737/24596/314436/81667/25096/296211/84358/64030/116554/295347/313845/26955/29372/296078/289080/299827/365355/363140/116546/79218/245986/171455/24408/25513/24225/304883/24329/302415/60427/361714/85385/25054/89807/114117/78965/366492/24592/25597/114120/89811/81757/56785/310738/79114/304063/170901/292756/29354/685451/25738/24628/311860/65032/89804/84477/29622/24888/24446/24681/114633/25676/25730/81511/25022/114858/309548/116499/29741/301348/24653/170579/170851/25313/680149/85384/687346/298579/29387/313874/309165/24553/114119/24506/288589/29349/66017/170633/310643/691455/309361/363875,144
rno05100,Bacterial invasion of epithelial cells,57/3974,77/8998,9.092020236009073e-8,3.1458390016591394e-6,1.6844163805658915e-6,310460/366508/297518/25751/289820/288669/54227/81822/117273/83805/500985/83788/305227/305679/362298/293507/360820/679845/314612/84353/296710/361388/56003/83800/360854/170911/81732/316258/315346/301511/25614/54241/287876/691335/171574/25414/288077/297357/303135/25513/307505/25661/85385/25404/363542/83502/363425/24511/308875/114858/116561/29741/24553/688429/60465/363875/361251,57
rno04015,Rap1 signaling pathway,131/3974,213/8998,1.9896740262286971e-7,6.2584292097739014e-6,3.35102993891149e-6,25289/81636/81531/114110/171337/366508/25267/114705/25482/25031/25369/24410/81822/311163/25643/24654/24505/315776/25114/310533/94203/685269/155918/24185/308995/361568/29348/81649/117273/83805/116590/81666/89805/54355/307403/24954/24482/113970/25317/245903/361517/114111/313494/170582/84420/84353/24242/24244/50663/24525/24629/25248/59326/79429/170911/24596/84358/64030/295347/26955/64303/252857/246212/25686/303200/303141/445442/292658/50664/116546/287876/362317/25414/84006/24408/25513/24329/302378/60427/361714/89807/116744/29316/78965/366492/362279/295378/89811/81757/310738/79114/361314/170901/83502/25738/361442/24628/24511/89804/29622/24446/24681/114633/81511/25022/116499/29741/25261/307237/170579/170851/25313/313874/313834/85240/500261/24553/500317/24506/29349/307171/81918/66017/309684/66025/170633/25439/310643/691455/363875/313644,131
rno04070,Phosphatidylinositol signaling system,66/3974,94/8998,2.6029085987026246e-7,7.5050531262592335e-6,4.018525555891771e-6,688862/50560/116723/366508/25031/314641/305482/24654/100361138/289021/140693/361632/312634/171458/287745/361076/114101/24242/24244/50663/365865/140607/25679/50557/170911/25262/81821/81925/317576/364298/25513/365382/81677/54259/114089/316457/308451/59268/54260/54248/25738/368088/116699/305419/81747/24681/114633/65038/81678/29741/362490/116482/65052/288762/114554/688705/282636/309008/85240/192260/500709/497197/315422/691455/309419/140866,66
rno04024,cAMP signaling pathway,134/3974,221/8998,4.661572250864134e-7,1.2406953836915311e-5,6.643212276535122e-6,171158/25051/25289/81636/24602/171337/366508/24412/25075/29628/25650/25369/24410/25643/58971/29629/24185/29358/361568/25229/25638/25272/117273/116590/25493/24214/50592/25537/360616/689936/641520/682930/170915/29431/314322/314638/24473/24316/362165/84420/24242/24244/50663/59326/81648/140588/24166/170911/24782/25096/500131/63885/114244/29693/116554/24516/295347/26955/24626/24925/24323/252857/25686/170899/365355/24952/84396/25342/24668/24408/25513/24326/24225/84022/85258/689560/25411/24603/295378/25400/59266/83522/361314/24167/29716/25195/24324/171140/302813/24929/170924/116601/114633/24215/25391/29290/24604/29741/81657/85257/366668/60448/24176/170851/25050/25447/25324/81752/296313/25323/25390/304496/366270/309165/24245/360718/24411/58959/140586/24797/50681/59301/64672/25439/25360/25330/25354/290646/25653/691455/24211/282839/116700/363875,134
rno04115,p53 signaling pathway,53/3974,73/8998,7.319732133240772e-7,1.809019512929505e-5,9.686262071055458e-6,360860/114483/64394/24855/680110/299626/83628/25112/140583/361843/24482/362817/140941/363088/24484/300514/50557/317673/64033/287585/315427/362485/58919/445442/114851/24224/24887/78963/25193/362931/24617/362720/64044/300126/25729/116589/24888/24842/492821/246097/292949/58918/100362121/289508/293625/294518/299976/300711/362675/64625/25203/291005/170824,53
rno00564,Glycerophospholipid metabolism,67/3974,98/8998,1.0109733430562518e-6,2.329972827809952e-5,1.2475668320491377e-5,289733/362702/360753/406165/25062/100361138/367415/140544/83510/311821/296091/287644/290843/312828/361076/305166/114101/310773/690388/691907/679692/363159/286936/362434/25096/680466/361401/29194/313997/81821/362219/81925/192270/303698/361527/498741/29653/313977/316737/83817/170919/54248/29354/366196/89841/368088/362792/363521/362261/25511/296048/60666/362713/24653/25514/294324/688705/298579/29387/308309/309014/314553/192260/29367/681361/362866/140866,67
rno04310,Wnt signaling pathway,105/3974,168/8998,1.0774440822242552e-6,2.329972827809952e-5,1.2475668320491377e-5,312563/83721/287357/25682/315196/293649/64558/84424/100360552/65027/25031/282582/24654/312781/689616/25272/116549/289229/117273/24205/308068/29748/25537/295445/114850/24675/140941/84402/170915/499918/116466/309377/84353/295691/24882/315294/311658/83824/64033/64512/58868/363913/116554/365755/497961/24516/314212/503000/679110/25335/25445/83837/24881/58919/500863/84426/289144/313228/679869/361400/114487/364952/78973/50554/24577/312451/80722/286994/302711/303251/25400/25193/303181/299802/362770/25565/500485/81717/362550/171140/89803/303811/307641/24842/24681/65137/113927/316201/161452/498997/114557/29192/315259/85240/24245/64566/310552/317380/293897/303412/29382/312936/299636/299611/363875,105
rno04722,Neurotrophin signaling pathway,79/3974,120/8998,1.2181473805494543e-6,2.4792881980594775e-5,1.3275166500105508e-5,116667/294515/171337/366508/84351/84469/29753/25385/24185/25272/81649/117273/116590/25493/114509/81504/679845/289014/314612/89817/25622/24242/24244/50663/316241/361388/24525/170911/81737/24596/116554/24516/295347/314850/313845/170820/81745/303604/25513/363855/24224/24225/24887/85385/25054/25400/170538/310738/25738/171140/311860/24842/314870/29568/363520/117269/25730/365057/114858/25467/29741/81751/501560/170851/114203/317203/25050/116478/85384/360678/362491/29192/360500/309165/24245/362456/362675/691455/363875,79
rno04150,mTOR signaling pathway,99/3974,158/8998,1.8432569647990383e-6,3.2751013799964195e-5,1.7536289713397318e-5,83721/287357/292887/315196/366508/293649/361227/64558/100360552/84351/361696/362171/282582/293561/24505/312781/24855/24185/117596/303605/56718/117273/116590/64226/24954/24482/114850/303206/116466/81504/24882/24525/315294/50557/170911/64512/100362347/83840/58868/60445/363913/140942/78975/313845/24881/498416/84426/81745/25513/310131/298103/114487/300253/297797/305464/295234/298514/303251/314979/313977/303181/316737/362045/360969/310091/25625/308869/100361543/362261/303811/315189/24681/360776/117269/25467/117044/29741/690751/297566/299971/501560/170851/24835/317203/296648/85384/303185/287871/64566/295357/299159/24506/686104/360505/314621/290291/362324/363138/309361,99
